Log,Exercise Tag,Feeling Tag
i did squats it was a little rough,squats,rough
i worked in the garden today.   my back is killing me.,worked,killing
i arm wrestled at the club today. my shoulder is really aching now.,arm wrestled,aching
i just bench pressed i felt sick,bench pressed,sick
i walked i felt tired,walked,tired
i ran 5 kilometres outside. i felt refreshed after i finished.,ran,refreshed
i snowshoed for 1 hour. i felt happy to be outside.,snowshoed,happy
i ran 3 miles i felt so tired,ran,tired
i played basketball for two hours i felt drained after,basketball,drained
i lifted weights feel good,weights,good
ran today feel good,ran,good
i just did a one minute plank.  it was hard but i made it!,plank,hard
i just ran for 5 minutes straight.  i'm out of breath.,ran,out of breath
i just played soccer for an hour. my knees hurt.,soccer,hurt
i rode a stationary bicycle for 30 minutes. it felt really good.,rode,good
i ran on the treadmill  i felt happy and confident,ran,"happy, confident"
i did crunches  i felt very strong and powerful,crunches,"very strong, powerful"
"ran 3.5 miles of hills at torrey pines legs feel good, but lungs are tired",ran,"good, lungs are tired"
rode mtn bike at penasquitos canyon easy workout - not tired or sore,rode mtn bike,not tired or sore
"i ran three miles on the track, it was painful. i felt like shit",ran,shit
i did some dumbell squats it was a rough set.,squats,rough
i jogged for 45 minutes non stop it was tiring,jogged,tiring
i did 25 push ups  it  made my body feel tense,push ups,tense
i walked for 2 miles it was boring!,walked,boring
i used an elliptical for 1 hour it was easy,elliptical,easy
i ran 4 miles on the bike trail.  i felt a little sluggish today and kept a slower pace but glad to get it done.,ran,sluggish
i did hot yoga for 60 minutes. it felt great and i need the warmth and sweat in the middle of winter.,yoga,great
morning stretches better able to function,stretches,better
jogging with dog ready for the day,jogging,ready
i just did 30 minutes of yoga. i feel emotionally relieved!,yoga,emotionally relieved
i just spent an hour gardening. my back is killing me!,gardening,killing me
"i ran three miles at central park i felt good today, improved time",ran,"good, improved"
i lifted heavy weights for 40 minutes i felt happy that i increased my weight on 4 excercises,weights,happy
i just did 4 sets of 12 reps on the leg press. i felt very strong.,leg press,strong
i just ran a half mile. i felt very winded.,ran,winded
i pulled some weights  i felt very tired,weights,tired
i was running  during and after the performance i felt very heavy and tired,running,"heavy, tired"
i was jogging intensely on the treadmill i felt very delighted after doing this,jogging,delighted
i was walking briskly around central park i felt very relieved after this work out,walking,relieved
i ran three miles on uphill track i felt exhausted at the end,ran,exhausted
i just did planks for 20 minutes my core felt tighter afterward,planks,tighter
i did a 2 hour dance class. i felt so enlightened.,dance,enlightened
i lifted weights. i was so tired.,weights,tired
i ran 2 miles in the estate it was horrible,ran,horrible
i did 30 squats in the morning it was overwhelming,squats,overwhelming
was very long an exuasting  run at least i started somewhere,run,at least
did squats today instead didnt hurt as much after preforming the workout i felt accomplished,squats,accomplished
i went on the treadmill for 30 minutes.  i felt sweaty and  shakey.,treadmill,"sweaty, shakey"
i walked 3 miles. i felt sweaty and invigorated.,walked,"sweaty, invigorated"
i did 30 minutes on the stair climber machine i felt challenged and i was feeling my heart rate go up.,stair climber,challenged
i did 40 squats with a 20 lb weight i felt exhausted.,squats,exhausted
i ran on the treadmill for an hour i need to do it more often,ran,need to do it more often
i did the elliptical for an hour today  better then i did on the treadmill,elliptical,better
"i just did the elliptical for 28 mins i feel energized, it’s great to sweat",elliptical,"energized, great"
"i just completed a one hour hike i feel great, the last 10 mins was tiring",hike,"great, tiring"
jogging morning jogging is best,jog,jogging
puching the bag it is too good,puching,good
i ran five miles. i feel energized.,ran,energized
i biked four miles. i feel terrific.,biked,terrific
i did 20 plank ups i felt shaky though strong and powerful.,plank ups,"shaky, strong, powerful"
i swam 10 laps i could hardly breath and i was exhausted,swam,"hardly breath, exhausted"
i rode my bike around the block.  i felt energized afterwards.,rode,energized
i walked on the lakefront.  i felt relaxed.,walked,relaxed
i did 30 minutes of yoga. i felt relaxed and rejuvenated after.,yoga,"relaxed, rejuvenated"
i walked for an hour on the treadmill. i felt extremely bored and wished it would end.,walked,bored
i just did 20 push ups i'm pumped up and ready for more,push ups,pumped up
i played an hour long basketball game legs are soar but still can do a bit more,basketball,"soar, can do a bit more"
i ran a mile it was great,ran,great
i ran a mile and a half it was tough,ran,tough
i performed some sets of crunches and push ups at home. i felt quite tired and sore both during and after.,sets of crunches and push ups,"tired, sore"
i walked 2 miles. i felt winded but overall accomplished.,walked,"winded, accomplished"
"i did an hour of yoga. i felt shaky, but proud of myself.",yoga,"shaky, proud of myself"
i jogged for 30 minutes. i feel tired and my legs are shaking.,jogged,"tired, legs are shaking"
"weights-chest a little tired, but good workout.",weights,"tired, good"
"3 mile run feet sore, very fatigued.",run,"sore, fatigued"
i did pilates. i felt relaxed.,pilates,relaxed
i did aerobics. i couldn't finish.,aerobics,couldn't finish
i played an hour volleyball game. i feel exhausted.,volleyball,exhausted
i jogged for two miles. i feel terrific.,jogged,terrific
i walked for ten minutes on my treadmill. i was sweaty and my right calf muscle ached.,walked,"sweaty, ached"
i exercised for 15 minutes by dancing to fast music. i felt great during the dancing and had fun doing it.,dancing,"great, fun"
i walk a mile on the treadmill. i was sweating.,walk,sweating
i did 50 squats. my legs hurt,squats,hurt
i just rode my exercise bike. it felt really good and i am glad that i did this.,exercise bike,"good, glad"
i did some stretching exercises it was a bit boring but i feel better after doing this.,stretching,better
i ran two miles today. it felt good to run.,ran,good
i swam a mile today. i felt exhausted.,swam,exhausted
i played a two hour tennis game. i'm really energetic.,tennis game,energetic
i did a aerobic dance class in everyday. it gives fitness and i felt increase my breathe.,aerobic dance,"fitness, increase my breathe"
i lifted 25 pound dumbbells. my arms are tired!,lifted 25 pound dumbbells,"sore, tired"
i swam for 40 minutes today my legs are sore and tired,swam,"sore, tired"
i walked on the treadmill.  i felt happy.,walked,happy
i lifted weights i felt energized,lifted,energized
"i walked briskly for two miles on the nature trail afterward, i felt full of energy",walked briskly,full of energy
"i played pickleball for one hour today. i felt like i was playing really well, but then after the games i felt really tired.",played pickleball,"playing really well, really tired"
i did an hour long pilates class i feel relaxed but sore,pilates,"relaxed, sore"
i did thirty minutes on the elliptical machine i feel sweaty but energized,elliptical machine,"sweaty, energized"
i ran down to the store 3blocks away my legs feels like jello after that,ran,legs feels like jello
i had to do 3 sets of jumping jacks i though this one would never end,jumping jacks,would never end
i just benched 200 pounds i felt super accomplished,benched,accomplished
i just did 50 push ups i feel very sweaty and tired,push ups,"sweaty, tired"
dead lift weak and began sweating,dead lift,"weak, sweating"
t bar rows good back workout,rows,good
"i rode the stationary bicycle for 30 minutes. i felt good, not as bad as i thought.",stationary bicycle,good
i did a 15 minute step workout. i am not as fit as i thought i was.,step workout,not as fit
i walked three miles on the treadmill. i was bored.,walked,bored
i jogged in my neighborhood. i'm out of shape.,jogged,out of shape
i just swam 10 laps in the pool of each style i felt so out of breath!,swam,out of breath
i spend 1 hours stretching i feel so sore!,stretching,sore
"i lifted a 300lb deadlift for 3 reps of 5 sets  good day for lifting, hit a new personal record and body felt good about it. sore afterwards.",deadlift,"good, sore"
i bench pressed 205lbs today 5 reps x 5 sets felt a bit tired after the first exercise. still performed well but no max rep was achieved.,bench pressed,"bit tired, performed well"
i did 20 sit up after i was done i could feel it in my stomach.,sit up,feel it
i walked a mile on the treadmill i felt a little more engery,walked,engery
walked to my local gym which is one mile away from my apartment i felt good but very tired and sweaty,walked,"good, tired, sweaty"
in the gym i did 30 minutes on the treadmill at a very average speed i kept wanting to give up before the 30 minutes but i was determined to finish the 30 minutes,treadmill,"give up, determined"
i biked for l5 miles.  it made my legs so sore.,biked,sore
i hiked to the top of that mountain.  it felt exhilarating to climb that high.,hiked,exhilarating
i did 20 push ups. i was starting to warm up.,push ups,warm
i did 40 situps. this felt good in my abs.,situps,good
